Date/Time,Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm)
2014-04-17,2014,4,17,7.76,-0.8400000000000001,3.4799999999999995,0.0,0.0,0.0,0.0
2014-04-18,2014,4,18,10.74,2.0599999999999996,6.42,0.24000000000000005,0.0,0.34,0.0
2014-04-19,2014,4,19,11.34,0.38,5.88,0.0,0.0,0.04,0.0
2014-04-20,2014,4,20,12.12,1.42,6.779999999999999,0.0,0.0,0.0,0.0
2014-04-21,2014,4,21,19.0,5.0200000000000005,12.060000000000002,0.72,0.0,0.72,0.0
2014-04-22,2014,4,22,14.2,5.3,9.78,1.6800000000000002,0.0,3.0800000000000005,0.0
2014-04-23,2014,4,23,9.0,2.12,5.58,0.06,0.0,0.12,0.0
2014-04-24,2014,4,24,12.32,0.32,6.34,0.0,0.0,0.0,0.0
2014-04-25,2014,4,25,10.139999999999999,4.46,7.32,2.52,0.0,3.7,0.0
2014-04-26,2014,4,26,9.66,3.44,6.58,0.0,0.0,0.06,0.0
2014-04-27,2014,4,27,12.219999999999999,2.02,7.139999999999999,0.0,0.0,0.0,0.0
2014-04-28,2014,4,28,12.379999999999999,3.16,7.780000000000001,0.0,0.0,0.0,0.0
2014-04-29,2014,4,29,8.22,5.68,6.959999999999999,15.0,0.0,28.440000000000005,0.0
2014-04-30,2014,4,30,6.9799999999999995,5.1,6.06,2.88,0.0,5.68,0.0
2014-05-01,2014,5,1,14.719999999999999,5.7,10.219999999999999,0.68,0.0,1.48,0.0
2014-05-02,2014,5,2,11.86,6.540000000000001,9.219999999999999,0.5599999999999999,0.0,0.8200000000000001,0.0
2014-05-03,2014,5,3,12.2,6.459999999999999,9.38,2.6399999999999997,0.0,3.2600000000000002,0.0
2014-05-04,2014,5,4,14.260000000000002,4.92,9.62,0.08,0.0,0.13999999999999999,0.0
2014-05-05,2014,5,5,14.4,4.119999999999999,9.280000000000001,0.0,0.0,0.0,0.0
2014-05-06,2014,5,6,14.86,6.220000000000001,10.559999999999999,0.0,0.0,0.0,0.0
2014-05-07,2014,5,7,13.2,5.0200000000000005,9.14,0.0,0.0,0.04,0.0
2014-05-08,2014,5,8,18.18,8.92,13.559999999999999,0.04,0.0,0.04,0.0
2014-05-09,2014,5,9,20.56,10.66,15.62,0.32,0.0,0.5399999999999999,0.0
2014-05-10,2014,5,10,20.48,9.92,15.219999999999999,0.0,0.0,0.04,0.0
2014-05-11,2014,5,11,21.880000000000003,6.7,14.319999999999999,0.0,0.0,0.0,0.0
2014-05-12,2014,5,12,21.34,11.24,16.32,1.48,0.0,1.56,0.0
2014-05-13,2014,5,13,19.52,10.780000000000001,15.180000000000001,2.52,0.0,6.119999999999999,0.0
2014-05-14,2014,5,14,19.68,11.54,15.64,7.040000000000001,0.0,12.84,0.0
2014-05-15,2014,5,15,20.1,10.1,15.12,8.36,0.0,12.780000000000001,0.0
2014-05-16,2014,5,16,12.7,5.140000000000001,8.940000000000001,1.72,0.0,2.9000000000000004,0.0
2014-05-17,2014,5,17,12.68,3.0,7.88,0.0,0.0,0.0,0.0
2014-05-18,2014,5,18,14.7,3.5799999999999996,9.18,0.8800000000000001,0.0,1.32,0.0
2014-05-19,2014,5,19,21.240000000000002,5.92,13.62,0.0,0.0,0.08,0.0
2014-05-20,2014,5,20,19.22,10.059999999999999,14.660000000000002,0.31999999999999995,0.0,0.7600000000000001,0.0
2014-05-21,2014,5,21,20.060000000000002,10.620000000000001,15.36,4.959999999999999,0.0,5.0200000000000005,0.0
2014-05-22,2014,5,22,21.04,,,0.0,0.0,0.0,0.0
2014-05-23,2014,5,23,17.339999999999996,9.719999999999999,13.559999999999999,0.04,0.0,0.04,0.0
2014-05-24,2014,5,24,,,,0.0,0.0,0.0,0.0
2014-05-25,2014,5,25,,,,0.0,0.0,0.0,0.0
2014-05-26,2014,5,26,29.419999999999998,15.6,22.54,0.0,0.0,0.04,0.0
2014-05-27,2014,5,27,27.68,16.619999999999997,22.18,2.88,0.0,6.82,0.0
2014-05-28,2014,5,28,17.38,12.5,14.98,0.0,0.0,0.0,0.0
2014-05-29,2014,5,29,18.520000000000003,11.739999999999998,15.16,0.0,0.0,0.0,0.0
2014-05-30,2014,5,30,24.840000000000003,10.819999999999999,17.84,0.0,0.0,0.0,0.0
2014-05-31,2014,5,31,22.5,11.719999999999999,17.119999999999997,0.0,0.0,0.0,0.0
2014-06-01,2014,6,1,22.939999999999998,9.66,16.34,0.0,0.0,0.04,0.0
2014-06-02,2014,6,2,27.579999999999995,14.12,20.880000000000003,2.72,0.0,2.9200000000000004,0.0
2014-06-03,2014,6,3,27.639999999999997,13.74,20.740000000000002,3.9200000000000004,0.0,6.5,0.0
2014-06-04,2014,6,4,,11.52,,0.0,0.0,0.0,0.0
2014-06-05,2014,6,5,18.06,11.14,14.62,0.0,0.0,0.0,0.0
2014-06-06,2014,6,6,23.959999999999997,9.52,16.78,0.0,0.0,0.0,0.0
2014-06-07,2014,6,7,25.36,10.14,17.78,0.0,0.0,0.0,0.0
2014-06-08,2014,6,8,20.619999999999997,13.040000000000001,16.84,1.44,0.0,1.48,0.0
2014-06-09,2014,6,9,25.979999999999997,14.38,20.2,0.0,0.0,0.04,0.0
2014-06-10,2014,6,10,23.58,14.079999999999998,18.86,0.44000000000000006,0.0,0.44000000000000006,0.0
2014-06-11,2014,6,11,22.779999999999998,15.660000000000002,19.240000000000002,13.4,0.0,20.14,0.0
2014-06-12,2014,6,12,25.580000000000002,16.06,20.84,4.92,0.0,5.1,0.0
2014-06-13,2014,6,13,24.32,13.16,18.779999999999998,0.16,0.0,0.16,0.0
2014-06-14,2014,6,14,20.08,10.84,15.5,0.0,0.0,0.0,0.0
2014-06-15,2014,6,15,20.78,10.3,15.580000000000002,0.8400000000000001,0.0,0.8800000000000001,0.0
2014-06-16,2014,6,16,23.72,12.1,17.919999999999998,0.8,0.0,0.9,0.0
2014-06-17,2014,6,17,28.559999999999995,14.539999999999997,21.580000000000002,14.52,0.0,25.06,0.0
2014-06-18,2014,6,18,24.360000000000003,17.279999999999998,20.86,0.72,0.0,0.82,0.0
2014-06-19,2014,6,19,23.9,15.88,19.9,0.0,0.0,0.13999999999999999,0.0
2014-06-20,2014,6,20,21.44,13.319999999999999,17.4,0.0,0.0,0.04,0.0
2014-06-21,2014,6,21,23.46,14.5,19.0,0.0,0.0,0.0,0.0
2014-06-22,2014,6,22,25.46,12.6,19.04,0.0,0.0,0.04,0.0
2014-06-23,2014,6,23,23.46,14.6,19.06,0.48,0.0,1.7,0.0
2014-06-24,2014,6,24,27.8,17.8,22.84,5.96,0.0,7.040000000000001,0.0
2014-06-25,2014,6,25,23.5,18.439999999999998,21.0,11.64,0.0,21.880000000000003,0.0
2014-06-26,2014,6,26,26.74,17.580000000000002,22.18,0.12,0.0,0.16,0.0
2014-06-27,2014,6,27,26.660000000000004,15.64,21.18,0.0,0.0,0.04,0.0
2014-06-28,2014,6,28,27.98,18.14,23.080000000000002,0.0,0.0,0.1,0.0
2014-06-29,2014,6,29,29.679999999999996,19.2,24.46,0.76,0.0,3.9599999999999995,0.0
2014-06-30,2014,6,30,29.339999999999996,20.78,25.1,0.0,0.0,0.0,0.0
2014-07-01,2014,7,1,29.639999999999997,21.98,25.839999999999996,4.2,0.0,4.5,0.0
2014-07-02,2014,7,2,28.82,18.720000000000002,23.799999999999997,1.08,0.0,1.08,0.0
2014-07-03,2014,7,3,23.080000000000002,13.6,18.38,0.16,0.0,0.62,0.0
2014-07-04,2014,7,4,24.119999999999997,12.18,18.18,0.0,0.0,0.0,0.0
2014-07-05,2014,7,5,27.060000000000002,12.839999999999998,19.999999999999996,0.0,0.0,0.0,0.0
2014-07-06,2014,7,6,26.779999999999994,15.719999999999999,21.26,3.28,0.0,3.28,0.0
2014-07-07,2014,7,7,28.660000000000004,18.32,23.519999999999996,5.32,0.0,10.0,0.0
2014-07-08,2014,7,8,24.28,15.560000000000002,19.96,5.68,0.0,13.620000000000001,0.0
2014-07-09,2014,7,9,22.6,13.580000000000002,18.119999999999997,0.0,0.0,0.08,0.0
2014-07-10,2014,7,10,21.860000000000003,11.02,16.46,0.0,0.0,0.0,0.0
2014-07-11,2014,7,11,24.259999999999998,12.22,18.259999999999998,0.0,0.0,0.0,0.0
2014-07-12,2014,7,12,27.919999999999998,14.5,21.240000000000002,0.8,0.0,0.8,0.0
2014-07-13,2014,7,13,29.2,19.28,24.28,2.12,0.0,6.56,0.0
2014-07-14,2014,7,14,22.560000000000002,15.7,19.16,1.3199999999999998,0.0,1.3199999999999998,0.0
2014-07-15,2014,7,15,24.759999999999998,14.62,19.7,2.56,0.0,4.9799999999999995,0.0
2014-07-16,2014,7,16,21.7,12.459999999999999,17.1,1.24,0.0,2.32,0.0
2014-07-17,2014,7,17,23.3,10.239999999999998,16.8,0.0,0.0,0.04,0.0
2014-07-18,2014,7,18,24.54,11.2,17.9,0.0,0.0,0.0,0.0
2014-07-19,2014,7,19,21.24,15.2,18.240000000000002,4.2,0.0,7.08,0.0
2014-07-20,2014,7,20,23.82,16.919999999999998,20.380000000000003,0.96,0.0,1.06,0.0
2014-07-21,2014,7,21,27.76,15.440000000000001,21.62,0.0,0.0,0.04,0.0
2014-07-22,2014,7,22,29.279999999999994,17.119999999999997,23.220000000000002,1.52,0.0,1.8199999999999998,0.0
2014-07-23,2014,7,23,23.96,16.52,20.240000000000002,0.0,0.0,0.86,0.0
2014-07-24,2014,7,24,23.0,13.739999999999998,18.4,0.0,0.0,0.0,0.0
2014-07-25,2014,7,25,24.9,12.459999999999999,18.720000000000002,0.12,0.0,0.12,0.0
2014-07-26,2014,7,26,25.839999999999996,15.88,20.9,0.0,0.0,0.0,0.0
2014-07-27,2014,7,27,28.619999999999997,18.02,23.339999999999996,35.4,0.0,38.959999999999994,0.0
2014-07-28,2014,7,28,21.160000000000004,14.6,17.9,5.720000000000001,0.0,11.620000000000001,0.0
2014-07-29,2014,7,29,21.220000000000002,13.580000000000002,17.44,0.36,0.0,0.76,0.0
2014-07-30,2014,7,30,23.1,13.280000000000001,18.22,1.2,0.0,3.9200000000000004,0.0
2014-07-31,2014,7,31,24.9,13.439999999999998,19.18,0.0,0.0,0.0,0.0
2014-08-01,2014,8,1,27.18,15.9,21.58,18.72,0.0,18.72,0.0
2014-08-02,2014,8,2,25.920000000000005,15.26,20.6,0.76,0.0,0.76,0.0
2014-08-03,2014,8,3,26.28,17.96,22.160000000000004,0.16,0.0,0.16,0.0
2014-08-04,2014,8,4,26.72,16.919999999999998,21.860000000000003,10.2,0.0,10.84,0.0
2014-08-05,2014,8,5,24.26,16.48,20.4,0.43999999999999995,0.0,0.43999999999999995,0.0
2014-08-06,2014,8,6,25.22,15.5,20.4,0.0,0.0,0.0,0.0
2014-08-07,2014,8,7,24.8,16.0,20.42,0.0,0.0,0.0,0.0
2014-08-08,2014,8,8,24.860000000000003,14.24,19.560000000000002,0.0,0.0,0.0,0.0
2014-08-09,2014,8,9,26.02,14.7,20.380000000000003,0.0,0.0,0.0,0.0
2014-08-10,2014,8,10,26.28,14.64,20.48,0.0,0.0,0.0,0.0
2014-08-11,2014,8,11,,17.66,,7.919999999999999,0.0,10.3,0.0
2014-08-12,2014,8,12,,,,7.56,0.0,9.379999999999999,0.0
2014-08-13,2014,8,13,,,,0.04,0.0,0.04,0.0
2014-08-14,2014,8,14,18.1,12.379999999999999,15.26,0.04,0.0,0.04,0.0
2014-08-15,2014,8,15,23.22,12.059999999999999,17.639999999999997,0.0,0.0,0.0,0.0
2014-08-16,2014,8,16,20.580000000000002,12.8,16.72,1.7600000000000002,0.0,2.1,0.0
2014-08-17,2014,8,17,23.04,13.52,18.299999999999997,0.0,0.0,0.0,0.0
2014-08-18,2014,8,18,21.04,12.239999999999998,16.66,0.0,0.0,0.0,0.0
2014-08-19,2014,8,19,21.74,11.58,16.7,0.08,0.0,0.08,0.0
2014-08-20,2014,8,20,23.8,16.6,20.2,1.8800000000000001,0.0,2.2399999999999998,0.0
2014-08-21,2014,8,21,25.9,17.34,21.660000000000004,0.32,0.0,1.64,0.0
2014-08-22,2014,8,22,25.060000000000002,17.1,21.1,1.64,0.0,1.64,0.0
2014-08-23,2014,8,23,22.04,18.38,20.240000000000002,0.0,0.0,0.0,0.0
2014-08-24,2014,8,24,24.119999999999997,17.2,20.68,0.0,0.0,0.0,0.0
2014-08-25,2014,8,25,26.659999999999997,16.18,21.44,0.0,0.0,0.0,0.0
2014-08-26,2014,8,26,30.139999999999997,17.52,23.839999999999996,0.0,0.0,0.0,0.0
2014-08-27,2014,8,27,24.660000000000004,14.4,19.56,0.0,0.0,0.0,0.0
2014-08-28,2014,8,28,22.62,12.440000000000001,17.56,0.0,0.0,0.0,0.0
2014-08-29,2014,8,29,22.299999999999997,11.860000000000001,17.1,0.0,0.0,0.0,0.0
2014-08-30,2014,8,30,28.3,17.28,22.82,0.8800000000000001,0.0,1.52,0.0
2014-08-31,2014,8,31,29.339999999999996,20.06,24.74,0.0,0.0,0.0,0.0
2014-09-01,2014,9,1,27.380000000000003,18.02,22.72,1.0799999999999998,0.0,1.7399999999999998,0.0
2014-09-02,2014,9,2,24.720000000000002,16.56,20.660000000000004,13.24,0.0,18.740000000000002,0.0
2014-09-03,2014,9,3,26.620000000000005,14.219999999999999,20.44,0.0,0.0,0.0,0.0
2014-09-04,2014,9,4,28.720000000000006,15.8,22.3,0.0,0.0,0.0,0.0
2014-09-05,2014,9,5,29.8,19.68,24.78,17.44,0.0,28.26,0.0
2014-09-06,2014,9,6,21.880000000000003,13.580000000000002,17.759999999999998,2.8,0.0,3.72,0.0
2014-09-07,2014,9,7,21.96,11.7,16.86,0.0,0.0,0.0,0.0
2014-09-08,2014,9,8,22.36,11.959999999999999,17.18,0.0,0.0,0.0,0.0
2014-09-09,2014,9,9,21.66,17.259999999999998,19.48,0.0,0.0,0.0,0.0
2014-09-10,2014,9,10,22.7,16.76,19.74,18.4,0.0,23.72,0.0
2014-09-11,2014,9,11,21.139999999999997,10.98,16.1,2.32,0.0,3.12,0.0
2014-09-12,2014,9,12,15.4,9.219999999999999,12.32,0.04,0.0,0.04,0.0
2014-09-13,2014,9,13,14.4,7.42,10.920000000000002,1.56,0.0,1.9,0.0
2014-09-14,2014,9,14,15.36,5.2,10.3,0.0,0.0,0.0,0.0
2014-09-15,2014,9,15,18.3,8.719999999999999,13.52,2.56,0.0,5.08,0.0
2014-09-16,2014,9,16,19.119999999999997,9.14,14.14,0.0,0.0,0.0,0.0
2014-09-17,2014,9,17,20.54,7.5200000000000005,14.059999999999999,0.0,0.0,0.0,0.0
2014-09-18,2014,9,18,15.02,7.1,11.08,0.06,0.0,0.06,0.0
2014-09-19,2014,9,19,14.16,5.220000000000001,9.720000000000002,0.0,0.0,0.0,0.0
2014-09-20,2014,9,20,23.9,9.040000000000001,16.5,1.1600000000000001,0.0,1.4,0.0
2014-09-21,2014,9,21,24.22,11.48,17.86,9.18,0.0,16.060000000000002,0.0
2014-09-22,2014,9,22,15.3,8.440000000000001,11.879999999999999,0.0,0.0,0.0,0.0
2014-09-23,2014,9,23,22.1,8.2,15.179999999999998,0.0,0.0,0.0,0.0
2014-09-24,2014,9,24,21.979999999999997,10.26,16.14,0.0,0.0,0.0,0.0
2014-09-25,2014,9,25,21.3,11.16,16.259999999999998,0.0,0.0,0.0,0.0
2014-09-26,2014,9,26,23.259999999999998,10.28,16.8,0.0,0.0,0.0,0.0
2014-09-27,2014,9,27,24.759999999999998,11.4,18.1,0.0,0.0,0.0,0.0
2014-09-28,2014,9,28,25.119999999999997,12.16,18.68,0.0,0.0,0.0,0.0
2014-09-29,2014,9,29,24.119999999999997,12.959999999999999,18.56,0.0,0.0,0.0,0.0
2014-09-30,2014,9,30,19.3,15.14,17.24,0.08,0.0,0.08,0.0
2014-10-01,2014,10,1,16.200000000000003,14.3,15.280000000000001,0.0,0.0,0.0,0.0
2014-10-02,2014,10,2,18.759999999999998,14.48,16.64,0.0,0.0,0.0,0.0
2014-10-03,2014,10,3,22.419999999999998,14.5,18.48,10.559999999999999,0.0,13.580000000000002,0.0
2014-10-04,2014,10,4,14.580000000000002,6.34,10.5,1.0799999999999998,0.0,2.12,0.0
2014-10-05,2014,10,5,13.76,3.7600000000000002,8.8,0.24,0.0,0.24,0.0
2014-10-06,2014,10,6,17.139999999999997,9.34,13.26,2.44,0.0,2.6399999999999997,0.0
2014-10-07,2014,10,7,17.560000000000002,10.26,13.939999999999998,4.4399999999999995,0.0,10.760000000000002,0.0
2014-10-08,2014,10,8,,,,0.2,0.0,0.3,0.0
2014-10-09,2014,10,9,,4.64,,0.0,0.0,0.0,0.0
2014-10-10,2014,10,10,13.960000000000003,4.38,9.2,0.0,0.0,0.0,0.0
2014-10-11,2014,10,11,14.180000000000001,2.34,8.3,0.0,0.0,0.0,0.0
2014-10-12,2014,10,12,12.500000000000002,1.48,7.0200000000000005,0.0,0.0,0.0,0.0
